"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_04_RLTD_ORG_CORP_EIN","SR_04_RLTD_ORG_CORP_PRIMARY_ACT","SR_04_RLTD_ORG_CORP_DMCL_STATE","SR_04_RLTD_ORG_CORP_CTRL_NA","SR_04_RLTD_ORG_CORP_TYPE","SR_04_RLTD_ORG_CORP_TOT_INCOME","SR_04_RLTD_ORG_CORP_EOY_ASSETS","SR_04_RLTD_ORG_CORP_PCT_OWN","SR_04_RLTD_ORG_CORP_CTRL_512_X","SR_04_RLTD_ORG_CORP_DMCL_CNTR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981167470","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981014421","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","PM"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980617419","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","SF"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","452732642","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981126861","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","AS"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CI"
"201403119349300730","274799503","Greatest Generation Naval Museum","2013","990","https://s3.amazonaws.com/irs-form-990/201403119349300730_public.xml","272915925","Medical Device Sales","CA","N/A","S Corp",NA,NA,NA,"false",NA
"201633199349306723","910785826","MUSEUM OF FLIGHT FOUNDATION","2015","990","https://s3.amazonaws.com/irs-form-990/201633199349306723_public.xml","730789328","MUSEUM","OK",NA,"S",NA,"13763692","1.00000","1",NA
